,Unnamed: 0,Users,Date Created,Number of Likes,Source of Tweet,Tweet
215,15,Uygar Baspehlivan,2022-10-25 18:01:24+00:00,0,Twitter for iPhone,RT @ReutersPitchbot: BREAKING: Rishi Sunak has resigned as England's Prime Minister
216,16,.,2022-10-25 18:01:23+00:00,0,Twitter for iPhone,"RT @OwenJones84: Self-described 'moderates' describing the rise of Rishi Sunak as 'the return of the grown-ups' underlines, as ever, that '…"
217,17,Lionel Harrison🙂,2022-10-25 18:01:23+00:00,0,Twitter for iPhone,"RT @Women4Wes: In just thirty seconds, this construction worker from Wakefield provided analysis of Rishi Sunak’s coronation that was more…"
218,18,Abhay,2022-10-25 18:01:23+00:00,0,Twitter for Android,"RT @ARanganathan72: Left: Do not celebrate Rishi Sunak. He exhibits upper class, upper caste privilege, married into billions, attended a p…"
219,19,ang,2022-10-25 18:01:23+00:00,0,Twitter Web App,RT @premnsikka: Cruel Suella Braverman has been re-appointed as Home Secretary by Rishi Sunak. Less than a week after being sacked for brea…
220,20,Virginia Tym #SolidarityWithUkraine #SaveOurNHS,2022-10-25 18:01:22+00:00,0,Twitter Web App,"RT @KR0122Rex: A collective ""oh ffs!"" could be heard around the country as Rishi Sunak announced the (re)appointment of Geobbels Braverman…"
221,21,Aletheia 💙,2022-10-25 18:01:22+00:00,0,Twitter for iPhone,"RT @MimiJ9: Suella Braverman is a fascist. There was absolutely no need for Sunak to bring her back. 

For those praising Rishi Sunak yeste…"
222,22,Retweet Star,2022-10-25 18:01:22+00:00,0,Twitter for iPhone,RT @NarundarM: Rishi Sunak is as much an Indian as Smriti Irani is an Iranian.
223,23,Francois Mendy⭐️⭐️,2022-10-25 18:01:22+00:00,0,Twitter Web App,"Rishi Sunak, dont le grand-père était percepteur des impôts, au Kenya, décoré de l'Ordre de l'Empire Britannique, d… https://t.co/0HQHD0Jzg1"
224,24,Alice Cochrane,2022-10-25 18:01:22+00:00,0,Twitter Web App,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
225,25,Anna-Rose 💙🦉🥀🌹🐇 The world is built on stories,2022-10-25 18:01:22+00:00,0,Twitter for Android,"RT @RichardJMurphy: So, Rishi Sunak appoints as Home Secretary a woman who dreams of deporting victims of torture to Rwanda. Any hope that…"
226,26,Lalitha Persaud 💙 #NHSblueheart,2022-10-25 18:01:21+00:00,0,Twitter for Android,RT @jeremycorbyn: Rishi Sunak's cabinet appointments are a clear signal of the pro-austerity and anti-migrant machine he intends to operate…
227,27,amunraah,2022-10-25 18:01:21+00:00,0,Twitter for iPhone,"RT @CarolineLucas: Not a single mention of climate in Rishi Sunak's first speech as PM. It's not like we're facing a climate emergency, a m…"
228,28,Vks,2022-10-25 18:01:21+00:00,0,Twitter for Android,"RT @Lowkey0nline: Joe Biden congratulates new British Prime Minister Rishi Sunak by calling him ""Rashid Sanook.""
https://t.co/x4WQuXZEXp"
229,29,Elijah 🇬🇧👑🙏,2022-10-25 18:01:21+00:00,0,Twitter for iPhone,"RT @RoyalFamily: The King received The Rt Hon Rishi Sunak MP at Buckingham Palace today.

His Majesty asked him to form a new Administratio…"
230,30,Sir Frankie of Dubai,2022-10-25 18:01:21+00:00,0,Twitter for iPhone,"RT @HeartsofOakUK: ""This is a globalist coup d'état...""

David Vance discussing the recent endorsement for Rishi Sunak by Andrew Neil in th…"
231,31,Dr Zowie Davy dismayed with GCs’ patriarchal ideal,2022-10-25 18:01:21+00:00,0,Twitter for iPhone,"RT @PeterStefanovi2: At noon Rishi Sunak promised a “compassionate” Government

At 5pm he made Suella Braverman - with her cruel &amp; toxic vi…"
232,32,Chinar,2022-10-25 18:01:21+00:00,0,Twitter Web App,"RT @Pun_Starr: Canadian citizen Akshay Kumar and British citizen Rishi Sunak are Indians.

But Indian citizen Sonia Gandhi is Italian, and…"
233,33,Mohd Mearaj Ansari,2022-10-25 18:01:21+00:00,0,Twitter for iPhone,"RT @PChidambaram_IN: First Kamala Harris, now Rishi Sunak

The people of the U.S. and the U.K have embraced the non-majority citizens of th…"
234,34,WinterMarlis🇳🇬,2022-10-25 18:01:20+00:00,0,Twitter for Android,"RT @AfricaStoryLive: The UK's new Prime Minister Rishi Sunak's father was born in Kenya, while his mother was born in Tanzania. https://t.c…"
235,35,Bridget Cave,2022-10-25 18:01:20+00:00,0,Twitter for iPad,RT @Number10cat: To the best of my knowledge Rishi Sunak will be the first Prime Minister who can magically change the colour of ring binde…
236,36,LogicWins,2022-10-25 18:01:20+00:00,0,Twitter for iPhone,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
237,37,danny mac  art,2022-10-25 18:01:20+00:00,0,Twitter for iPhone,"RT @GOV2UK: Jacob Rees-Mogg is furious that you keep retweeting him saying a new Prime Minister requires a General Election.

Please stop r…"
238,38,🦇Count Momrade🦇,2022-10-25 18:01:20+00:00,0,Twitter for Android,"RT @CPBritain: DOOM, GLOOM, NO BOOM - there will be no poll bounce for the newly installed Prime Minister Rishi Sunak. His job is to pile t…"
239,39,Proma Muhury,2022-10-25 18:01:20+00:00,0,Twitter for Android,"Jerry's not only racist, he greatly underestimates #Hindus' capacity of being #GoodSlaves. They served Britain loya… https://t.co/vODvOj1S5S"
240,40,"josema, tomemos las riendas",2022-10-25 18:01:20+00:00,0,Twitter for Android,"RT @PadreEmerito: Rishi Sunak, el nuevo y flamante nuevo primer ministro Británico al que nadie ha votado ya está usando ""Putin's war"" como…"
241,41,Petrifying Pete,2022-10-25 18:01:19+00:00,0,Twitter for Android,"RT @ShippersUnbound: Politics is a rough trade and Rishi Sunak needed Suella Braverman's support at the weekend, but receiving several 🤮 em…"
242,42,Nigel K 〓〓,2022-10-25 18:01:19+00:00,0,Twitter for iPhone,"RT @CarolineLucas: Rishi Sunak at lunchtime: ""This government will have integrity, professionalism and accountability at every level""

Rish…"
243,43,andrew barnard,2022-10-25 18:01:19+00:00,0,Twitter Web App,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
244,44,Baishakhee Mohapatra🇮🇳,2022-10-25 18:01:19+00:00,0,Twitter Web App,"RT @AmanWadud: Rishi Sunak’s grandparents migrated to Kenya from present-day Pakistan , in 1935 - still Rishi Sunak is of Indian-origin.

O…"
245,45,Elijah 🇬🇧👑🙏,2022-10-25 18:01:19+00:00,0,Twitter for iPhone,RT @GeorgieProRadio: How did Larry know Rishi Sunak was coming?! @Number10cat https://t.co/VokQHChYDi
246,46,David Ward 🌹💙,2022-10-25 18:01:19+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
247,47,Peter White,2022-10-25 18:01:18+00:00,0,Twitter for iPhone,RT @BarbaraSutton15: Rishi Sunak's cabinet- same shit different shovel!
248,48,Nigel Goodman,2022-10-25 18:01:18+00:00,0,Twitter Web App,"RT @BeckettUnite: A reminder that Track &amp; Trace never worked, was always in the hands of private providers (never the NHS) and wasted £37 b…"
249,49,Sarah Ward,2022-10-25 18:01:18+00:00,0,Twitter for iPhone,RT @jeremycorbyn: Rishi Sunak's cabinet appointments are a clear signal of the pro-austerity and anti-migrant machine he intends to operate…
250,50,Jacinto Pérez,2022-10-25 18:01:18+00:00,0,Twitter Web App,RT @BenderOfuscado: En Reino Unido han puesto al frente a Rishi Sunak porque en USA lo de dejar que un multimillonario gobierne parece que…
251,51,GUILLEM Roger,2022-10-25 18:01:17+00:00,0,Twitter Web App,@BOROWSKIMIKE https://t.co/RGoA4tVR2D
252,52,Issam Ahmed,2022-10-25 18:01:17+00:00,0,Twitter for Android,Rishi Sunak becoming UK PM breaks a barrier the US hasn't crossed: a non-Christian leader. American presidents have… https://t.co/zC5DCdHQgg
253,53,A Baby Daddy,2022-10-25 18:01:17+00:00,0,Twitter for Android,"RT @BBCPolitics: Rishi Sunak's first day as prime minister, in pictures 

https://t.co/nixByf7CZg"
254,54,Lindsay,2022-10-25 18:01:17+00:00,0,Twitter Web App,"RT @RoyalCentral: The King has arrived at Buckingham Palace ahead of his audiences with Liz Truss and Rishi Sunak.

This is the first time…"
255,55,Ryan,2022-10-25 18:01:17+00:00,0,Twitter for Android,If anyone is taking bets Rishi Sunak handing in his notice/getting sacked put me down for December 6th.
256,56,Dominican News Network,2022-10-25 18:01:17+00:00,0,Twitter for iPad,"Akshata Murty, la pareja del nuevo primer ministro británico Rishi Sunak, ha sido noticias a nivel mundial por su o… https://t.co/2zvQj0wc1c"
257,57,Llama Drama,2022-10-25 18:01:17+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
258,58,Compounding@Dr.Prakhar01,2022-10-25 18:01:16+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
259,59,The Doctor 🇺🇦🇬🇧🇪🇺🇫🇷 Johnson is unfit,2022-10-25 18:01:16+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
260,60,Diario Perú21,2022-10-25 18:01:16+00:00,0,Besocy_Oficial,El nuevo primer ministro de Reino Unido Sunak mantiene a Jeremy Hunt como ministro de Economía https://t.co/BmLyHIWqdd
261,61,PAJ,2022-10-25 18:01:16+00:00,0,Twitter Web App,RT @jeremycorbyn: Rishi Sunak's cabinet appointments are a clear signal of the pro-austerity and anti-migrant machine he intends to operate…
262,62,Tony Kemp,2022-10-25 18:01:16+00:00,0,Twitter for Android,"RT @D0ntBeFooled: “Compassionate” Conservative, Rishi Sunak, has hired a Home Secretary who “dreams” of illegally deporting asylum seekers…"
263,63,Captain Chemtrail,2022-10-25 18:01:16+00:00,0,Twitter for iPad,"RT @Women4Wes: In just thirty seconds, this construction worker from Wakefield provided analysis of Rishi Sunak’s coronation that was more…"
264,64,Himanshu Shekhar,2022-10-25 18:01:16+00:00,0,Twitter for Android,"RT @AdityaRajKaul: Excellent Rishi Sunak edition of The Daily Show!  “I am selling the entire country to India, you ********”. Must must wa…"
265,65,NDTV,2022-10-25 18:01:16+00:00,0,Twitter Web App,#RishiSunak Is Richer Than King Charles. His Net Worth: 730 Million Pounds https://t.co/SDFVrrpEpd https://t.co/of6uO4sW9V
266,66,Viewzoner,2022-10-25 18:01:16+00:00,0,Twitter for Android,"RT @RichardJMurphy: So, Rishi Sunak appoints as Home Secretary a woman who dreams of deporting victims of torture to Rwanda. Any hope that…"
267,67,Dave Wolinski,2022-10-25 18:01:15+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
268,68,Alex Daniel,2022-10-25 18:01:15+00:00,0,Twitter Web App,"RT @AdamBienkov: Rishi Sunak keeps Suella Braverman at the Home Office, so her ""dream"" of deporting refugees to Rwanda lives on."
269,69,Hels,2022-10-25 18:01:15+00:00,0,Twitter for iPhone,@BBCAlagiah I will add that I had to accept Brexit just like I had to accept we can’t have a GE but for some reason… https://t.co/SNqQNSJRGU
270,70,Сандра Станишић,2022-10-25 18:01:14+00:00,0,Twitter Web App,"RT @NiCoLeEliSei1: Rishi Sunak Owns Social Credit Score Company with Links to World Economic Forum, page 1 https://t.co/g4fpzbz2zN"
271,71,Guru,2022-10-25 18:01:14+00:00,0,Twitter for Android,"RT @AdityaRajKaul: Excellent Rishi Sunak edition of The Daily Show!  “I am selling the entire country to India, you ********”. Must must wa…"
272,72,Steve. #FBPE,2022-10-25 18:01:14+00:00,0,Twitter Web App,RT @Ed_Miliband: 3/ Solar &amp; wind are by far the cheapest power we have but Grant Shapps called onshore wind an “eyesore” in April THIS year…
273,73,Diane O'Neill,2022-10-25 18:01:14+00:00,0,Twitter for Android,RT @BarbaraSutton15: Rishi Sunak's cabinet- same shit different shovel!
274,74,Liam Mills,2022-10-25 18:01:14+00:00,0,Twitter for Android,"RT @Femi_Sorry: Rishi Sunak boasted about taking money from ""deprived urban areas"" and giving it to 97.5% white rich areas, during a povert…"
275,75,Andrew Beaujon,2022-10-25 18:01:14+00:00,0,TweetDeck,I can't imagine how much effort goes into making sure Rishi Sunak is far in the foreground in photos that involve other people
276,76,Michelle Ruthven,2022-10-25 18:01:14+00:00,0,Twitter for iPhone,"RT @JamesMelville: Rishi Sunak:

“I have friends who are aristocrats. I have friends who are upper class. I have friends who are working-cl…"
277,77,Onyeoma Kelvin,2022-10-25 18:01:14+00:00,0,Twitter for Android,"RT @DavidHundeyin: Rishi Sunak won the race to become the UK's Prime Minister and stocks immediately went up.

Buhari won Nigeria's electio…"
278,78,Diane Davidson,2022-10-25 18:01:13+00:00,0,Twitter Web App,"RT @mattprescott: Rishi SUNAK is going to focus on scrapping EU-DERIVED LAWS and installing ""FREEPORT"" / ""INVESTMENT ZONES""... these are HO…"
279,79,Philippa Thomas 🏴󠁧󠁢󠁷󠁬󠁳󠁿🌎,2022-10-25 18:01:13+00:00,0,Twitter for iPhone,"“This government will have integrity, professionalism and accountability at every level” said Rishi Sunak. So he re… https://t.co/wINfiVInMB"
280,80,Tarun,2022-10-25 18:01:13+00:00,0,Twitter Web App,RT @PTI_News: Rishi Sunak takes charge as Britain's first Indian-origin Prime Minister after being invited to form government by King Charl…
281,81,Janice Taggart 💙,2022-10-25 18:01:13+00:00,0,Twitter for iPad,"RT @CarolineLucas: Rishi Sunak at lunchtime: ""This government will have integrity, professionalism and accountability at every level""

Rish…"
282,82,Doctor Who(da) the Unretracted,2022-10-25 18:01:13+00:00,0,Twitter for iPhone,"RT @hfp91: Brilliant Rishi Sunak edition of The Daily Show 
 https://t.co/w43GHmIaQm via @YouTube 
worth a watch @SameiHuda @nuwandiss @Ros…"
283,83,Sean 🗿,2022-10-25 18:01:13+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
284,84,Steffan Ellis,2022-10-25 18:01:13+00:00,0,Twitter for Android,RT @jeremycorbyn: Rishi Sunak's cabinet appointments are a clear signal of the pro-austerity and anti-migrant machine he intends to operate…
285,85,Ayushman Singh Jamwal,2022-10-25 18:01:13+00:00,0,Twitter for iPhone,"RT @CNNnews18: #SunakInDowning | Rishi Sunak becomes the 57th Prime Minister of #Britain, vows to fix #UK's economy 

Join the broadcast wi…"
286,86,Danny Blah Blah,2022-10-25 18:01:13+00:00,0,Twitter for Android,"RT @CarolineLucas: Rishi Sunak at lunchtime: ""This government will have integrity, professionalism and accountability at every level""

Rish…"
287,87,John Russell,2022-10-25 18:01:12+00:00,0,Twitter for Android,RT @FinancialTimes: Opinion: There is much hope of a restoration of competence with Rishi Sunak. There shouldn’t be – this is still the man…
288,88,SQuinnell,2022-10-25 18:01:12+00:00,0,Twitter Web App,RT @CarolineLucas: Utterly shameful for Rishi Sunak to remove seat at cabinet table for COP26 President Alok Sharma - just weeks before one…
289,89,mwana_mboka,2022-10-25 18:01:12+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
290,90,nicole segre,2022-10-25 18:01:12+00:00,0,Twitter for iPhone,"RT @EdwardJDavey: Rishi Sunak’s words will do nothing to reassure struggling people worried sick about the winter ahead.

He says he wants…"
291,91,Bala,2022-10-25 18:01:12+00:00,0,Twitter for Android,"RT @TrulyMonica: Manmohan Singh as a Sikh indeed represented a minority in India but I agree, he wasn’t visible. That’s why Tharoor thinks…"
292,92,Jill,2022-10-25 18:01:12+00:00,0,Twitter for iPhone,"RT @cherbic555: The WEF are in panic mode which is why Rishi Sunak was quickly installed as the new PM.
Rishi Sunak is linked to Global Dig…"
293,93,Fanny Fannakapan,2022-10-25 18:01:12+00:00,0,Twitter for iPhone,"RT @KevinASchofield: This morning, Rishi Sunak said “I promise you this - I will bring that same compassion to the challenges we face today…"
294,94,Rishi Sunak Fan page,2022-10-25 18:01:12+00:00,1,Twitter for iPhone,@theskindoctor13 Sir never have got an opportunity to get your Rt… so plz check this tweet and RT if you like or else at least send a like 🙏
295,95,Lavy 🇺🇸,2022-10-25 18:01:12+00:00,0,Twitter for iPhone,"“All the latest from the cabinet reshuffle in the UK as Rishi Sunak takes office” 
https://t.co/fMGMu8jDcP"
296,96,Sue G 💙 🟨 🟥 #JoinAUnion #OurNHS,2022-10-25 18:01:11+00:00,0,Twitter for iPad,"RT @LBC: 'This all smacks of grubby deals to keep individual factions of the Tory Party.'

Labour's Peter Kyle slams Rishi Sunak, saying th…"
297,97,Diane O'Neill,2022-10-25 18:01:11+00:00,0,Twitter for Android,"RT @RichardJMurphy: So, Rishi Sunak appoints as Home Secretary a woman who dreams of deporting victims of torture to Rwanda. Any hope that…"
298,98,Helen McCarthy,2022-10-25 18:01:11+00:00,0,Twitter for iPhone,"RT @AdamBienkov: Rishi Sunak keeps Suella Braverman at the Home Office, so her ""dream"" of deporting refugees to Rwanda lives on."
299,99,Imagine,2022-10-25 18:01:11+00:00,0,Twitter for Android,"RT @POTUS: Congratulations to Rishi Sunak on becoming Prime Minister of the United Kingdom.

Together, I look forward to enhancing our coop…"
300,0,Work. Work Hard. Work Extremely Hard. 📚,2022-10-25 18:03:13+00:00,0,Twitter Web App,"RT @SprinterMonitor: In the first speech, the British PM accused Russia of destabilizing energy markets and supply chains around the world.…"
301,1,Robert 🚴‍ Walker 🇪🇺#FBPE🇬🇧ཨོཾ་མ་ཎི་པདྨ་ཧཱོུཾཿ,2022-10-25 18:03:09+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
302,2,Asis Agarwal,2022-10-25 18:03:09+00:00,0,Twitter for Android,"RT @ANI: This govt will be about integrity, professionalism and accountability at every level. Trust is earned and I will earn yours: Briti…"
303,3,0369 काक चेष्टा बको ध्यानं,2022-10-25 18:03:07+00:00,0,Twitter for Android,"RT @anujdhar: If some angrez were to brag that ""We've made an Indian origin man our PM"", tell him:

1. Our Father of Nation wanted Union Ja…"
304,4,Nature 🌿🍃,2022-10-25 18:03:02+00:00,0,Twitter for Android,"RT @ANI: It's a big day for UK. We've a new PM. He's young. His grandparents came from India, his parents from East Africa. He's a Hindu. I…"
305,5,Melissa,2022-10-25 18:03:01+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
306,6,niallbrady,2022-10-25 18:02:54+00:00,0,Twitter for iPhone,RT @NewtonEmerson: British economy when you finally get a PM who can string a sentence together. https://t.co/nGtuzVPeWN
307,7,M_o_h_a_m_m_e_d,2022-10-25 18:02:48+00:00,0,Twitter for Android,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
308,8,Kunal Gupte,2022-10-25 18:02:47+00:00,0,Twitter for Android,"@PersyLives Because race was a dominant narrative till the mid 19th century, before political correctness became fa… https://t.co/dhMmymX6Ue"
309,9,Andrew Beal,2022-10-25 18:02:46+00:00,0,Twitter Web App,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
310,10,Gary Simpson,2022-10-25 18:02:41+00:00,0,Twitter for iPhone,RT @NewtonEmerson: British economy when you finally get a PM who can string a sentence together. https://t.co/nGtuzVPeWN
311,11,mothergoose,2022-10-25 18:02:41+00:00,0,Twitter Web App,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
312,12,Mike Erivez,2022-10-25 18:02:40+00:00,0,Twitter for iPhone,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
313,13,Ènìyàn Ńlá 🇬🇧,2022-10-25 18:02:36+00:00,0,Twitter for Android,"RT @DemolaRewaju: ""The Heart of our Mandate is Our Manifesto"" - new British PM, Rishi Sunak.

Anyone defending or excusing a lack of manife…"
314,14,Cultural Tourism DC,2022-10-25 18:02:33+00:00,0,Twitter Web App,RT @mindymoretti: That time the new British PM was hanging in The Devil’s Playground. A real man of the people! https://t.co/JfdJqNxAIf
315,15,Asuraguru,2022-10-25 18:02:32+00:00,0,Twitter for Android,"RT @manojgjha: @anandmahindra @RishiSunak is the new UK Prime Minister. He’ll be the first British-Asian PM &amp; first Hindu PM, and at 42, th…"
316,16,Nicolaaaahhh,2022-10-25 18:02:31+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
317,17,Brajesh Uppadhyay,2022-10-25 18:02:30+00:00,0,Twitter for Android,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
318,18,VEnkatesh🤡,2022-10-25 18:02:29+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
319,19,Catfella 🇺🇦🤝🇩🇪,2022-10-25 18:02:29+00:00,0,Twitter for Android,"RT @EuromaidanPress: Putin’s war in Ukraine destabilized energy markets  around world– new British PM Rishi Sunak

PM said that the UK face…"
320,20,TW1TT3RK1NG❌,2022-10-25 18:02:23+00:00,0,Twitter for Android,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
321,21,Kestrel,2022-10-25 18:02:18+00:00,0,Twitter for iPhone,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
322,22,Mskt,2022-10-25 18:02:17+00:00,0,Twitter for Android,"RT @madhukishwar: The new British PM @RishiSunak has passed the most crucial litmus test of being a practicing Hindu.

He worships Gau Mata…"
323,23,AssiePassie I will not comply,2022-10-25 18:02:16+00:00,0,Twitter for Android,RT @ferrell_brad: @richimedhurst Zelensky right after Rushi Sunak has been announced as the new British PM. https://t.co/ZM0m4KdHZh
324,24,Brian Smith,2022-10-25 18:02:15+00:00,0,Twitter Web App,It's getting to the point now that I'm not sure if you'd last longer as British PM or as an Uga.
325,25,Raman Jain,2022-10-25 18:02:13+00:00,0,Twitter for Android,#RishiSunak #PTI #Indian #media is having more news &amp; strategies than British media about Saunak's #EconomicCrisis… https://t.co/Sen3fw9ah5
326,26,Ved Nayak,2022-10-25 18:02:13+00:00,0,Twitter Web App,RT @ShashiTharoor: My take in @TheQuint today on what @RishiSunak's ascent to the Prime MInistership of the UK says about Britain and the l…
327,27,🖐️(((Neil BelshwFox))) Pro EU,2022-10-25 18:02:12+00:00,0,Twitter Web App,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
328,28,cap,2022-10-25 18:02:11+00:00,0,Twitter Web App,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
329,29,Juliana Hervey #GiveBlood🩸#FBPE #NoPlanetB,2022-10-25 18:02:10+00:00,0,Twitter for iPhone,RT @akm1410: The only Indian to pride himself on Rishi Sunak is Mr. Narayana Murthy to have the British PM as his son in law. Everyone else…
330,30,Manish Kumar,2022-10-25 18:02:06+00:00,0,Twitter for Android,"RT @piersmorgan: BREAKING: Rishi Sunak is new UK Prime Minister. He’ll be the first British-Asian PM &amp; first Hindu PM, and at 42, the young…"
331,31,Daniel 🇷🇴,2022-10-25 18:02:04+00:00,0,Twitter for Android,"RT @EuromaidanPress: Putin’s war in Ukraine destabilized energy markets  around world– new British PM Rishi Sunak

PM said that the UK face…"
332,32,Super Sonic,2022-10-25 18:02:01+00:00,0,Twitter Web App,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
333,33,Richard Morley 🇺🇦,2022-10-25 18:01:58+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
334,34,Arfan Masood,2022-10-25 18:01:52+00:00,0,Twitter for iPhone,"RT @KyivIndependent: ⚡️Rishi Sunak appointed as British PM after pledging to support Ukraine. 

In July, when Sunak was competing for the p…"
335,35,Clare🌱,2022-10-25 18:01:50+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
336,36,Jamila Al Adwani 💙,2022-10-25 18:01:48+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
337,37,Stephen Meng,2022-10-25 18:01:46+00:00,0,Twitter for iPhone,Breaking News:@RishiSunak has been appointed the Uk’s next Prime Minister and the third in over a month. He is the… https://t.co/iB59FWhvj3
338,38,Adam,2022-10-25 18:01:43+00:00,0,Twitter Web App,RT @Schandillia: In case anyone were curious about what chaddi the new British PM wears… https://t.co/Hp5VkR59O5
339,39,✨Just_Me✨,2022-10-25 18:01:42+00:00,0,Twitter for Android,"RT @edosadoxa: The new British PM Rishi Sunak is just 42. But you are here in 9ja campaigning for ur ancestor, the ageless one Amoda Ogunle…"
340,40,Mad Axeman,2022-10-25 18:01:39+00:00,0,Twitter Web App,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
341,41,Daniel Lara,2022-10-25 18:01:32+00:00,0,Twitter for Android,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
342,42,Brenda Mee,2022-10-25 18:01:29+00:00,0,Twitter for Android,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
343,43,Udit Raj 🇮🇳,2022-10-25 18:01:28+00:00,0,Twitter for Android,"RT @SVishnuReddy: A well cultured &amp; unapologetic Hindu. Really glad to see such a humble person becoming British PM.

@RishiSunak https://t…"
344,44,Sarah 💙🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺#3.5%,2022-10-25 18:01:26+00:00,0,Twitter for iPhone,"RT @docrussjackson: @RishiSunak Given your insane Cabinet appointments, your lawbreaking, &amp; you're extremist economic ideology, you're *alr…"
345,45,Angus Montgomery,2022-10-25 18:01:26+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
346,46,Duub,2022-10-25 18:01:25+00:00,0,Twitter for iPad,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
347,47,Ayokunle,2022-10-25 18:01:23+00:00,0,Twitter for Android,The British pound gained about 1.75% so far today. The gain is good but it seems like the market has priced in all… https://t.co/RJ7qCFckoN
348,48,Jos Clark,2022-10-25 18:01:22+00:00,0,Twitter for Android,"RT @KyivIndependent: ⚡️Rishi Sunak appointed as British PM after pledging to support Ukraine. 

In July, when Sunak was competing for the p…"
349,49,LogicWins,2022-10-25 18:01:20+00:00,0,Twitter for iPhone,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
350,50,Bill Baillie,2022-10-25 18:01:07+00:00,0,Twitter for Android,"RT @UZI9mmmm: Britain granted India independence in 1947. New British PM Sunak, of Indian origin, denying Scotland independence referendum…"
